name,highway,maxspeed,oneway,reversed,length,rfid_c,rfid,avgspeed,time,EV1_ma,EV1_fr,EV1_ma_PD1,node_A,node_B,edge_fid,lanes,bridge,width,ref,service,junction,tunnel,access,osmid_original
Anna Paulownaplein,residential,50,False,True,29.755,"[450, 1285, 1288, 460, 2636]",288,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493843
Anna Paulownaplein,residential,30,True,False,26.028,"[1281, 1282, 2165, 439, 444]",277,30.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493839
Anna Paulownastraat,residential,50,True,False,26.362,464,290,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,7477455
Anna Paulownaplein,residential,30,True,False,28.165,"[448, 1289, 466, 1286]",292,30.0,0.001,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,33380031
Trompstraat,residential,30,True,False,141.819,447,278,30.0,0.005,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1178525961
Mauritskade,tertiary,50,False,True,120.73499999999999,"[480, 1442, 1733, 1798, 1224]",298,50.0,0.002,-9999.0,0.0,0.0,,,nan,"['2', '3']",nan,nan,nan,nan,nan,nan,nan,"[1030187714, 7477258]"
"['Plein 1813', 'Alexanderstraat']",residential,50,True,False,196.71399999999997,"[2752, 1793, 1058, 2756, 453, 2757, 2760, 1002, 2416, 2709, 1238, 2810, 2811, 1981, 2398, 1983]",282,50.0,0.004,0.3895590305328369,0.08423941988886918,0.0,,,nan,"['1', '2']",yes,nan,nan,nan,nan,nan,nan,"[144189510, 137518760, 372255626, 683961613, 1349081726]"
Parkstraat,tertiary,50,False,True,175.176,"[2016, 1986, 2667, 2009, 2012, 2014]",612,50.0,0.004,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,683964129
"['Plein 1813', 'Alexanderstraat']",residential,50,True,False,197.3,"[1792, 1796, 654, 2710, 1057, 1984, 2753, 2754, 2755, 2758, 2759, 1237, 2399, 1001, 2417, 503, 2808, 2809, 2812]",318,50.0,0.004,0.3904990255832672,0.039379959940991506,0.0,,,nan,"['1', '2']",yes,nan,nan,nan,nan,nan,nan,"[144189508, 372255625, 683961612, 137518746, 1349081725]"
"['Hooistraat', 'Hooikade']",residential,30,True,False,113.845,"[1738, 470, 455]",284,30.0,0.004,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7477186, 7476647]"
Denneweg,residential,30,True,False,73.015,"[481, 961, 469]",300,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477007
Carnegielaan,tertiary,50,True,False,66.977,"[1673, 458, 1910, 2118]",286,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493951
Laan van Meerdervoort,tertiary,50,True,False,149.439,"[1907, 459, 1917]",287,50.0,0.003,0.14018751680850983,0.609718773159082,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,"[48093609, 7493940]"
Laan van Meerdervoort,tertiary,50,True,False,103.12100000000001,"[2020, 1671, 1675, 1933, 1591, 2718]",615,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,33083237
Carnegielaan,tertiary,50,True,False,28.131,"[457, 2180, 2182, 2183]",654,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,655266914
Anna Paulownaplein,residential,50,False,True,24.652,"[465, 1291, 468, 1293]",291,50.0,0.0,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493847
Bazarstraat,residential,30,True,False,56.617000000000004,"[2629, 2437, 478]",296,30.0,0.002,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477208
Anna Paulownastraat,residential,50,True,False,164.835,"[504, 1305, 2634, 2631]",320,50.0,0.003,0.12092189490795135,0.028560327975709232,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,7477455
Louis Couperusplein,residential,30,True,False,218.391,"[2433, 2434, 1890, 2436, 1891, 2435, 1736, 1710, 1711, 442, 1625, 474, 436, 1626, 473, 1946, 475]",293,30.0,0.007,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477064
Louis Couperusplein,residential,30,False,True,38.518,"[1800, 1713, 493, 1735]",310,30.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7477219
De Ruijterstraat,residential,30,True,False,167.563,"[489, 477]",295,30.0,0.006,0.06720571219921112,0.00010248013331460685,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477095
Bazarstraat,residential,30,True,False,48.853,"[2628, 487]",306,30.0,0.002,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477208
Mauritskade,tertiary,50,False,True,46.411,2404,678,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1030187714
Spekstraat,residential,30,True,False,56.914,482,299,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477222
Denneweg,residential,30,True,False,166.63500000000002,"[1802, 1709, 2287, 495, 529, 1715, 1879]",331,30.0,0.006,0.14259374141693115,0.28772410013553446,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477007
Laan van Meerdervoort,tertiary,50,True,False,135.458,"[2680, 2716, 484]",302,50.0,0.003,0.16004683077335358,0.7520694709197779,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,7493940
Carnegielaan,tertiary,50,True,False,31.893,"[1913, 716, 485, 1668]",303,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493941
Carnegielaan,tertiary,50,True,False,20.237000000000002,"[2184, 715, 486]",304,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493950
Bazarlaan,residential,30,False,True,49.991,2420,683,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1035347666
Bazarstraat,residential,30,True,False,77.836,497,313,30.0,0.003,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477208
Sophialaan,residential,30,False,True,112.71600000000001,"[1083, 500]",315,30.0,0.004,-9999.0,0.0,3.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477136
Zeestraat,residential,50,True,False,40.941,"[491, 655]",308,50.0,0.001,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[335613661, 7477207]"
Louis Couperusplein,residential,50,False,True,5.141,2396,676,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7477163
Mauritskade,tertiary,50,True,False,27.537,"[2408, 1737, 494, 2407]",311,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1030187708
Mauritskade,tertiary,50,True,False,28.487000000000002,"[2402, 2403, 2409, 1801, 1627]",679,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,142052095
Laan van Meerdervoort,tertiary,50,True,False,73.494,"[496, 1304, 1306]",312,50.0,0.001,0.12092189490795135,0.7285025812690976,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,7493940
Zeestraat,residential,"['30', '50']",True,False,157.592,"[2609, 498, 1060, 510]",314,40.0,0.004,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,"[7477172, 311137051, 958474772]"
Plein 1813,residential,30,True,False,68.724,"[649, 1039, 1040, 1041, 499, 501, 2807]",316,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1346438028
Plein 1813,residential,30,True,False,63.291000000000004,"[648, 1043, 1046, 535, 1052, 1053, 511]",336,30.0,0.002,-9999.0,0.0,3.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1346438029
Plein 1813,residential,50,True,False,37.459,"[1042, 1971, 2804, 502, 1080, 1048, 1978]",317,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477147
Plein 1813,residential,50,True,False,57.24,"[665, 1047, 1045, 534, 663, 664, 1049, 666, 1044, 1982]",335,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,137518746
Laan van Meerdervoort,tertiary,50,True,False,63.504,505,319,50.0,0.001,0.22312502562999725,0.6626395634246891,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,654018984
Anna Paulownastraat,tertiary,50,True,False,44.47,"[522, 1307, 1918, 1303]",326,50.0,0.001,0.13073931634426117,1.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,7493935
Plein 1813,residential,50,True,False,55.214,"[992, 680, 681, 1003, 651, 526, 662, 506]",321,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,137518760
Plein 1813,residential,"['30', '50']",True,False,64.678,"[650, 524, 507, 1050, 1051, 1054]",322,40.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1346438027, 683961614]"
Mauritskade,tertiary,50,False,True,77.998,"[532, 1804, 1806]",334,50.0,0.002,-9999.0,0.0,1.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7477246
Mauritskade,tertiary,50,False,False,94.038,"[1619, 2405]",680,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7477246
Anna Paulownastraat,residential,50,True,False,85.756,"[568, 2795, 2733]",354,50.0,0.002,0.023718755692243576,0.12044581798468895,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493944
Carnegieplein,tertiary,50,True,False,239.62800000000004,"[2525, 993, 732, 997, 998, 733, 585, 555, 2796, 1681, 2196, 1655, 794, 2715, 572, 2173, 2526]",438,50.0,0.005,0.023718755692243576,0.009967918080237143,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,"[137537732, 129481477]"
Laan van Meerdervoort,tertiary,50,True,False,115.11099999999999,"[1059, 523, 2797, 533, 1916, 1086]",327,50.0,0.002,0.16333775222301483,0.17016741050187026,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,"[654018984, 137474767]"
Hooigracht,residential,30,True,False,33.132,"[1741, 525]",328,30.0,0.001,0.007733398582786322,0.13446404406526827,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7476747
Cantaloupenburg,residential,30,True,False,113.991,"[1704, 1705, 527]",329,30.0,0.004,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477032
Prinses Mariestraat,residential,30,True,False,95.33599999999998,"[528, 1707]",330,30.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477171
"['Schelpkade', 'Prinses Mariestraat']",residential,30,True,False,156.644,"[2643, 517, 559]",349,30.0,0.005,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7477171, 336008255]"
Frederikstraat,residential,"['30', '50']",True,False,48.078,"[1703, 1226, 530, 1811, 1235, 1236, 1878]",332,40.0,0.001,0.2716831862926483,0.08831486212982852,1.0,,,nan,nan,yes,nan,nan,nan,nan,nan,nan,"[144189018, 144189019, 335613646, 7477031]"
Mauritskade,tertiary,50,False,True,46.923,"[1808, 1810, 542]",340,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7477233
Plein 1813,residential,50,True,False,40.529,"[653, 2802, 1081, 1977, 1980, 2302]",405,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1346438026
"['Plein 1813', 'Alexanderstraat']",residential,50,True,False,42.783,"[1976, 539, 2411, 1005]",511,50.0,0.001,-9999.0,0.0,3.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[683961610, 137518746]"
Laan van Roos en Doorn,residential,30,False,False,52.148,"[1227, 551]",345,30.0,0.002,0.06692188233137131,0.4966761449503821,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477168
Sophialaan,residential,30,False,True,122.52300000000001,"[2669, 2159, 563, 2806, 1085]",351,30.0,0.004,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477164
Plein 1813,residential,"['30', '50']",True,False,65.94,"[1056, 546, 547, 2803, 661, 541, 1055]",339,40.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7477149, 683961615]"
Doctor Kuyperstraat,tertiary,50,False,True,56.202000000000005,"[553, 1234, 2299, 1231]",347,50.0,0.001,0.4890131950378418,0.17439126471222857,0.0,,,nan,2,yes,nan,nan,nan,nan,nan,nan,"[144189000, 129481485, 7477247]"
Hooikade,residential,30,True,False,166.92600000000002,"[1739, 1740]",589,30.0,0.006,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477186
Javastraat,tertiary,50,True,False,85.134,"[2289, 995, 548, 557]",342,50.0,0.002,-9999.0,0.0,0.0,,,nan,"['1', '2']",nan,nan,nan,nan,nan,nan,nan,"[129481537, 138016164]"
Scheveningseweg,residential,50,True,False,24.508000000000003,"[549, 1087]",343,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,"[444309857, 129481626]"
Frederikstraat,residential,30,True,False,191.75900000000001,"[550, 1706, 560, 2295, 575]",344,30.0,0.006,0.09126561880111694,0.32098553530669327,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[335613648, 144189019]"
Doctor Kuyperstraat,tertiary,50,False,True,53.22,"[2297, 2301, 1743]",661,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,129481485
Schelpstraat,residential,30,True,False,43.456,558,348,30.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477033
Schelpkade,residential,30,True,False,88.163,"[2570, 588, 2644]",364,30.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,336008255
Nassaulaan,residential,"['30', '50']",False,True,181.38,"[1317, 1319, 2572, 1071, 659, 1687, 1883]",581,40.0,0.005,0.5106079578399658,0.09449186943791402,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[7477161, 336008251, 522783694, 137475551]"
Nassaulaan,residential,30,False,False,155.604,"[1870, 658, 638]",401,30.0,0.005,0.023325202986598015,0.05188612358344207,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8032826, 137530227]"
Burgemeester van Karnebeeklaan,residential,50,False,True,193.37399999999997,"[1089, 642, 1765, 581, 1767, 1447, 813, 1199, 1009]",448,50.0,0.004,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7493876
Carnegieplein,tertiary,50,True,False,201.454,"[2275, 996, 2277, 2647, 2279, 2280, 2281, 2278, 2276, 2292, 2198, 566, 569, 2714]",355,50.0,0.004,-9999.0,0.0,1.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[837553907, 129481669, 67331254]"
Scheveningseweg,tertiary,50,True,False,119.15299999999999,"[2288, 994, 556, 734]",510,50.0,0.002,0.11853055655956268,0.3182840135822899,1.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,"[48093610, 887625468]"
Cantaloupenburg,residential,30,True,False,84.852,"[570, 763, 1662]",356,30.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477032
Javastraat,tertiary,50,True,False,107.93299999999999,"[577, 2017, 1313, 1448, 1451, 573]",357,50.0,0.002,0.061796944588422775,0.17052201824724766,1.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[138016164, 203267967]"
Alexanderplein,residential,50,False,True,8.206,"[1011, 1014, 2019]",515,50.0,0.0,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1118883298
Buitenrustweg,residential,50,True,False,203.43800000000002,"[578, 645, 582, 1659, 554, 2187, 2188, 2191, 1489, 561, 1650, 1493, 1494, 1658, 571, 1660, 1661]",359,50.0,0.004,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493888
Jacob Catslaan,residential,50,False,False,140.067,"[2192, 1482, 544, 1487]",564,50.0,0.003,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,208996174
Jacob Catslaan,residential,50,False,True,24.0,"[1644, 597, 1646]",373,50.0,0.002,-9999.0,0.0,0.0,45188614.0,11695230682.0,45188614_11695230682,2,nan,nan,nan,nan,nan,nan,nan,208996174
Kerkstraat,residential,30,False,True,46.0,595,370,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477129
Schelpkade,residential,"['30', '50']",False,False,120.56800000000001,"[1075, 611, 1325]",379,40.0,0.003,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[7477123, 7477131, 336008254]"
Burgemeester Marijnenlaan,residential,30,False,True,51.849,2423,685,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1037217531
"['Alexanderveld', 'Alexanderplein']",residential,50,False,True,236.719,"[609, 1251, 605, 805, 1253, 1255, 1257, 1259, 1261, 601, 2749, 2751]",445,50.0,0.005,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[7477198, 7477047]"
Alexanderplein,residential,50,False,False,52.925000000000004,"[1061, 1013]",514,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[1118883298, 7477198]"
Alexanderstraat,residential,50,True,False,106.79400000000001,"[1090, 1449, 1450, 2413, 2799, 592, 2415, 1975, 2712]",368,50.0,0.002,-9999.0,0.0,1.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,129481453
Javastraat,tertiary,50,True,False,13.779,"[593, 1453]",369,50.0,0.0,0.1839844435453415,0.9334974457685155,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[683961602, 130208757]"
Alexanderstraat,residential,50,True,False,10.934,1016,516,50.0,0.0,0.06468753516674042,0.6358034882334305,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,130208754
Kerkstraat,residential,30,False,True,109.57300000000001,"[2601, 606]",376,30.0,0.004,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477129
Jacob Catslaan,residential,50,False,True,191.253,"[1664, 621]",387,50.0,0.004,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,208996174
Rustenburgweg,residential,50,True,False,179.377,"[576, 579, 646, 754, 1651, 1492, 565, 1495, 825]",455,50.0,0.004,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493866
Jacob Catslaan,residential,50,False,True,62.0,"[1644, 597, 1646]",373,50.0,0.002,-9999.0,0.0,1.0,11695230682.0,45190237.0,11695230682_45190237,2,nan,nan,nan,nan,nan,nan,nan,208996174
Carnegielaan,secondary,50,False,False,125.175,"[826, 863]",456,50.0,0.003,-9999.0,0.0,1.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,100876519
Carnegielaan,secondary,50,True,False,125.232,"[1600, 2337, 1602, 1603, 1604, 1605, 837, 877, 878, 882, 599, 861, 1599]",375,50.0,0.003,-9999.0,0.0,1.0,,,nan,"['1', '2']",nan,nan,S100,nan,nan,nan,nan,"[837553902, 307924253, 211773822]"
Carnegielaan,secondary,50,True,False,35.202,"[1601, 1606, 1607, 874, 2201]",471,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,211773823
Frederikstraat,residential,30,False,True,80.321,"[1329, 619, 1331]",385,30.0,0.003,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,931147173
Javastraat,tertiary,50,True,False,7.341,610,378,50.0,0.0,0.09757082909345627,1.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7477236
Javastraat,tertiary,50,True,False,32.287,"[1323, 1611, 1613, 1686, 1688]",580,50.0,0.001,0.36640626192092896,0.7392368759897187,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,130208757
Nassauplein,residential,50,True,False,65.507,"[1762, 770, 2602, 1322, 1296, 2424]",591,50.0,0.001,0.14064067602157593,0.7628552919602676,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,137474768
Javastraat,tertiary,50,True,False,97.58800000000001,"[1856, 612, 1684, 1077, 1855, 1848, 1849, 1850, 1851, 1852, 1853, 1854, 2431]",380,50.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[335613650, 7477242, 137474764]"
Nassauplein,residential,50,True,False,19.226999999999997,"[771, 613, 1685]",381,50.0,0.0,0.06916254013776779,0.8846496487499796,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1039612343
Javastraat,tertiary,50,True,False,17.455,2425,687,50.0,0.0,0.059703048318624496,0.841629377082367,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7477236
Surinamestraat,residential,30,False,True,39.383,"[1699, 1845]",588,30.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477189
Javastraat,tertiary,50,True,False,74.676,"[617, 1326, 1327]",383,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,137474764
Javastraat,tertiary,50,True,False,89.889,"[624, 1857, 618, 2603]",384,50.0,0.002,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,137474764
Jacob Catslaan,residential,50,False,True,93.273,"[1096, 633, 1666, 629]",396,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,208996174
Tolweg,residential,50,True,False,166.83399999999997,"[832, 614, 647, 873, 1610, 779, 1654, 603]",470,50.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493871
Nassauplein,residential,50,True,False,65.489,622,388,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7476990
Burgemeester Marijnenlaan,residential,50,False,False,25.554000000000002,"[1761, 1298]",590,50.0,0.001,0.12048428505659103,0.33071489814631805,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477202
Nassauplein,residential,50,True,False,52.027,"[2432, 1297]",689,50.0,0.001,0.06916254013776779,0.10710485157999598,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7476990
Balistraat,residential,50,True,False,76.443,"[1846, 1698, 1758]",586,50.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477177
Javastraat,tertiary,50,True,False,67.0,"[1702, 625, 1333, 1334, 1880, 1759]",390,50.0,0.002,-9999.0,0.0,1.0,45196836.0,11695230685.0,45196836_11695230685,2,nan,nan,nan,nan,nan,nan,nan,335613651
Surinamestraat,residential,50,False,True,17.029,1694,582,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477077
Surinamestraat,residential,30,True,False,43.116,"[1760, 627, 1701]",392,30.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477137
Surinamestraat,residential,30,True,False,49.971,1696,585,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477137
Paramaribostraat,residential,30,True,False,49.817,"[1697, 1693]",584,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7476989
Ary van der Spuyweg,residential,50,False,True,21.785999999999998,"[745, 1099, 637, 1470]",400,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7493874
Scheveningseweg,tertiary,50,False,False,239.613,"[1091, 1093, 816, 1682, 1652, 2334]",452,50.0,0.005,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,129481624
Scheveningseweg,tertiary,50,False,True,12.137,"[1097, 670]",520,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,129481625
Koninginnegracht,residential,30,True,False,10.578,"[1881, 634]",397,30.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7476789
Javastraat,tertiary,50,True,False,37.818999999999996,"[2519, 2518, 2523, 2520, 2521, 2522, 635]",398,50.0,0.001,0.07703539729118347,0.17010846338506308,0.0,,,nan,2,yes,nan,nan,nan,nan,nan,nan,"[1150006872, 1150007702, 1150007703]"
Koninginnegracht,residential,50,True,False,16.155,"[1332, 1229, 1847]",543,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,7477191
Javastraat,tertiary,50,True,False,40.337,"[2564, 2504, 2505, 2506, 2507, 2508, 2509]",699,50.0,0.001,0.5150454044342041,0.12852097790727998,0.0,,,nan,1,yes,nan,nan,nan,nan,nan,nan,"[1150007704, 1150007705, 1150006862]"
Javastraat,tertiary,50,True,False,39.0,"[1702, 625, 1333, 1334, 1880, 1759]",390,50.0,0.002,-9999.0,0.0,0.0,11695230685.0,45199187.0,11695230685_45199187,2,nan,nan,nan,nan,nan,nan,nan,335613651
Timorstraat,residential,30,False,False,155.526,"[796, 2605, 766]",440,30.0,0.005,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493859
Burgemeester Marijnenlaan,residential,30,True,False,65.476,640,402,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1346438030
Burgemeester Kolfschotenlaan,residential,30,False,True,84.19200000000001,"[967, 1691, 1638, 1639]",579,30.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477035
Burgemeester Marijnenlaan,residential,30,True,False,241.928,"[964, 965, 2422, 615]",686,30.0,0.008,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7477124, 7477206]"
"['Plein 1813', 'Alexanderstraat']",residential,50,True,False,46.724000000000004,"[2312, 2410, 652, 1004, 1979]",404,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[137518760, 683961609]"
Varkenmarkt,residential,30,True,False,5.246,672,407,30.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,445712328
Tasmanstraat,residential,50,False,True,8.248,"[2038, 1430, 679]",560,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,211778320
Laan van Meerdervoort,tertiary,50,True,False,199.739,"[2723, 676, 2120, 2540, 2541, 1437, 1438]",411,50.0,0.004,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694347599
